TradeDate,SignalDate,Ticker,EntryUSD,ExitUSD,MovePct,StakeGBP,PnLGBP,Filled
2026-08-18,2026-08-17,PSX,240.0,243.49,1.454,100.0,1.4571,YES
2026-08-18,2026-08-17,HPQ,29.64,29.96,1.08,100.0,1.0825,YES
2026-08-18,2026-08-17,BBY,86.4,87.27,1.007,100.0,1.0098,YES
2026-08-18,2026-08-17,MPC,363.06,366.21,0.868,100.0,0.8705,YES
2026-08-18,2026-08-17,DELL,466.98,468.65,0.358,100.0,0.3605,YES
2026-08-18,2026-08-17,VLO,350.03,350.05,0.006,100.0,0.0086,YES
2026-08-18,2026-08-17,ALL,262.05,261.15,-0.343,100.0,-0.3406,YES
2026-08-18,2026-08-17,INCY,124.29,123.47,-0.66,100.0,-0.6569,YES
2026-08-18,2026-08-17,MU,957.1,940.76,-1.707,100.0,-1.7044,YES
2026-08-19,2026-08-18,WDAY,190.34,198.42,4.245,100.0,4.2493,YES
2026-08-19,2026-08-18,INCY,125.0,128.47,2.776,100.0,2.7802,YES
2026-08-19,2026-08-18,BBY,87.61,89.21,1.826,100.0,1.8304,YES
2026-08-19,2026-08-18,PYPL,60.565,61.25,1.131,100.0,1.1351,YES
2026-08-19,2026-08-18,EXPE,324.13,326.27,0.66,100.0,0.6643,YES
2026-08-19,2026-08-18,HPQ,29.85,29.94,0.302,100.0,0.3056,YES
2026-08-19,2026-08-18,PSX,244.24,242.29,-0.798,100.0,-0.7944,YES
2026-08-19,2026-08-18,VLO,350.0,346.26,-1.069,100.0,-1.0645,YES
2026-08-19,2026-08-18,MPC,365.21,360.75,-1.221,100.0,-1.2172,YES
2026-08-19,2026-08-18,DELL,467.96,437.55,-6.498,100.0,-6.4946,YES
2026-08-20,2026-08-19,INCY,127.1,127.22,0.094,100.0,0.0999,YES
2026-08-20,2026-08-19,WDAY,197.64,197.32,-0.162,100.0,-0.1565,YES
2026-08-20,2026-08-19,ALL,255.06,254.54,-0.204,100.0,-0.1985,YES
2026-08-20,2026-08-19,EXPE,326.68,324.17,-0.768,100.0,-0.7629,YES
2026-08-20,2026-08-19,APA,44.76,44.39,-0.827,100.0,-0.8212,YES
2026-08-20,2026-08-19,HPE,53.35,52.89,-0.862,100.0,-0.8568,YES
2026-08-20,2026-08-19,HPQ,29.8,29.47,-1.107,100.0,-1.102,YES
2026-08-20,2026-08-19,PSX,243.26,240.0,-1.34,100.0,-1.3348,YES
2026-08-20,2026-08-19,MPC,363.38,358.23,-1.417,100.0,-1.4119,YES
2026-08-20,2026-08-19,VLO,348.5,341.51,-2.006,100.0,-2.0004,YES
2026-08-21,2026-08-20,VLO,343.49,348.86,1.563,100.0,1.555,YES
2026-08-21,2026-08-20,WDAY,197.67,200.01,1.184,100.0,1.1755,YES
2026-08-21,2026-08-20,PSX,240.28,242.87,1.078,100.0,1.0696,YES
2026-08-21,2026-08-20,INCY,126.45,127.81,1.076,100.0,1.0672,YES
2026-08-21,2026-08-20,HPQ,29.46,29.71,0.849,100.0,0.8404,YES
2026-08-21,2026-08-20,MPC,358.88,360.72,0.513,100.0,0.5045,YES
2026-08-21,2026-08-20,EOG,152.29,153.05,0.499,100.0,0.4908,YES
2026-08-21,2026-08-20,ALL,254.13,253.83,-0.118,100.0,-0.1262,YES
2026-08-21,2026-08-20,EXPE,328.45,321.63,-2.076,100.0,-2.0844,YES
2026-08-21,2026-08-20,APA,44.52,43.39,-2.538,100.0,-2.5462,YES
2026-08-24,2026-08-21,EXPE,323.55,339.125,4.814,100.0,4.9168,YES
2026-08-24,2026-08-21,ALL,256.06,260.19,1.613,100.0,1.7127,YES
2026-08-24,2026-08-21,AMP,555.2,561.13,1.068,100.0,1.1674,YES
2026-08-24,2026-08-21,MPC,359.78,362.52,0.762,100.0,0.8606,YES
2026-08-24,2026-08-21,INCY,127.47,127.98,0.4,100.0,0.4987,YES
2026-08-24,2026-08-21,PSX,241.1,241.96,0.357,100.0,0.4553,YES
2026-08-24,2026-08-21,APA,42.93,42.96,0.07,100.0,0.1682,YES
2026-08-24,2026-08-21,VLO,346.25,346.0,-0.072,100.0,0.026,YES
2026-08-24,2026-08-21,WDAY,199.7,199.15,-0.275,100.0,-0.1774,YES
2026-08-24,2026-08-21,MU,934.78,910.43,-2.605,100.0,-2.5092,YES
